TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour
XL20002172,40.8312,-73.84105,10465,M,194,1002,Bronx County,02/12/2020,09:50 AM,09 AM
XL20002175,40.83902,-73.82477,10465,M,274.01,3009,Bronx County,02/12/2020,10:02 AM,10 AM
XL20002176,40.85109,-73.84844,10461,P,288,2002,Bronx County,02/12/2020,10:24 AM,10 AM
XL20002185,40.84655,-73.78981,10464,P,516.01,2006,Bronx County,02/12/2020,12:27 PM,12 PM
ML20002440,40.78184,-73.97928,10024,M,161,1000,New York County,02/13/2020,09:09 AM,09 AM
ML20002448,40.72106,-73.98114,10003,M,22.02,1001,New York County,02/13/2020,10:19 AM,10 AM
ML20002449,40.76232,-73.9881,10019,P,127,5000,New York County,02/13/2020,10:22 AM,10 AM
ML20002460,40.71361,-73.99558,10002,P,8,1000,New York County,02/13/2020,11:10 AM,11 AM
ML20002466,40.7227,-74.00967,10013,M,39,1015,New York County,02/13/2020,11:50 AM,11 AM
ML20002486,40.75898,-73.96244,10022,M,108.01,2000,New York County,02/13/2020,04:05 PM,04 PM
ML20002495,40.75898,-73.9685,10022,M,100,2000,New York County,02/13/2020,06:50 PM,06 PM
ML20002507,40.75435,-73.9869,10018,P,113,1008,New York County,02/14/2020,12:37 AM,12 AM
QL20001513,40.7638,-73.72442,11362,P,1529.02,3002,Queens County,02/13/2020,06:51 AM,06 AM
WL20001960,40.98255,-73.78703,10583,P,68.01,4003,Westchester County,02/11/2020,02:22 PM,02 PM
WL20002035,40.99049,-73.66735,10573,M,78,3001,Westchester County,02/13/2020,08:01 AM,08 AM
WL20002041,40.97002,-73.69501,10580,M,75,2002,Westchester County,02/13/2020,09:07 AM,09 AM
WL20002052,41.06433,-73.84097,10591,M,111.01,1007,Westchester County,02/13/2020,01:18 PM,01 PM
WL20002057,41.02287,-73.7602,10605,P,94,3017,Westchester County,02/13/2020,02:56 PM,02 PM
WL20002072,40.9805,-73.83082,10710,M,21.01,2008,Westchester County,02/13/2020,07:03 PM,07 PM
XL20002225,40.84796,-73.81823,10465,P,274.02,2002,Bronx County,02/13/2020,09:02 AM,09 AM
ML20002522,40.71672,-73.98916,10002,M,18,1001,New York County,02/14/2020,10:54 AM,10 AM
ML20002526,40.80249,-73.96422,10025,P,195,3000,New York County,02/14/2020,11:43 AM,11 AM
QL20001544,40.7427,-73.9546,11101,P,7.01,4011,Queens County,02/14/2020,10:08 AM,10 AM
WL20001350,41.21064,-73.87979,10520,P,138,1002,Westchester County,01/29/2020,03:27 PM,03 PM
WL20002076,40.90434,-73.86379,10704,M,15.02,2004,Westchester County,02/14/2020,07:58 AM,07 AM
WL20002083,40.94288,-73.84153,10708,M,22.02,4027,Westchester County,02/14/2020,10:25 AM,10 AM
WL20002087,40.95149,-73.86323,10701,M,17.02,2013,Westchester County,02/14/2020,11:07 AM,11 AM
WL20002095,40.93121,-73.84995,10708,M,22.04,3009,Westchester County,02/14/2020,03:01 PM,03 PM
XL20000916,40.84784,-73.7904,10464,M,516.01,2002,Bronx County,01/18/2020,08:51 AM,08 AM
XL20002276,40.82381,-73.90887,10451,M,141,2001,Bronx County,02/14/2020,10:02 AM,10 AM
XL20002292,40.87251,-73.85562,10469,P,348,1009,Bronx County,02/14/2020,02:17 PM,02 PM
